MESAPERTURA,t,Moneda,tt_fact
202311,1,SOLES,0.0
202311,2,SOLES,0.07766648
202311,3,SOLES,0.0794751799999999
202311,4,SOLES,0.08032633
202311,5,SOLES,0.0790496
202311,6,SOLES,0.078624025
202311,7,SOLES,0.07819845
202311,8,SOLES,0.0781275166666666
202311,9,SOLES,0.0780565833333333
202311,10,SOLES,0.07798565
202311,11,SOLES,0.0777168689473684
202311,12,SOLES,0.0774480878947368
202311,13,SOLES,0.0771793068421052
202311,14,SOLES,0.07733155
202311,15,SOLES,0.077567998
202311,16,SOLES,0.077804446
202311,17,SOLES,0.078040894
202311,18,SOLES,0.078277342
202311,19,SOLES,0.07851379
202311,20,SOLES,0.0786337716666666
202311,21,SOLES,0.0787537533333333
202311,22,SOLES,0.078873735
202311,23,SOLES,0.0789937166666666
202311,24,SOLES,0.0791136983333333
202311,25,SOLES,0.07923368
202311,26,SOLES,0.0794140425
202311,27,SOLES,0.079594405
202311,28,SOLES,0.0797747675
202311,29,SOLES,0.07995513
202311,30,SOLES,0.0801354925
202311,31,SOLES,0.080315855
202311,32,SOLES,0.0804962175
202311,33,SOLES,0.08067658
202311,34,SOLES,0.0808569425
202311,35,SOLES,0.081037305
202311,36,SOLES,0.0812176675
202311,37,SOLES,0.08139803
202311,38,SOLES,0.0814334833333333
202311,39,SOLES,0.0814689366666666
202311,40,SOLES,0.08150439
202311,41,SOLES,0.0815398433333333
202311,42,SOLES,0.0815752966666666
202311,43,SOLES,0.08161075
202311,44,SOLES,0.0816462033333333
202311,45,SOLES,0.0816816566666666
202311,46,SOLES,0.08171711
202311,47,SOLES,0.0817525633333333
202311,48,SOLES,0.0817880166666666
202311,49,SOLES,0.08182347
202311,50,SOLES,0.0819061966666666
202311,51,SOLES,0.0819889233333333
202311,52,SOLES,0.08207165
202311,53,SOLES,0.0821543766666666
202311,54,SOLES,0.0822371033333333
202311,55,SOLES,0.08231983
202311,56,SOLES,0.0824025566666666
202311,57,SOLES,0.0824852833333333
202311,58,SOLES,0.08256801
202311,59,SOLES,0.0826507366666666
202311,60,SOLES,0.0827334633333333
202311,61,SOLES,0.08281619
202311,62,SOLES,0.0830072108333333
202311,63,SOLES,0.0831982316666666
202311,64,SOLES,0.0833892525
202311,65,SOLES,0.0835802733333333
202311,66,SOLES,0.0837712941666666
202311,67,SOLES,0.083962315
202311,68,SOLES,0.0841533358333333
202311,69,SOLES,0.0843443566666666
202311,70,SOLES,0.0845353775
202311,71,SOLES,0.0847263983333333
202311,72,SOLES,0.0849174191666666
202311,73,SOLES,0.08510844
202311,74,SOLES,0.0852289458333333
202311,75,SOLES,0.0853494516666666
202311,76,SOLES,0.0854699575
202311,77,SOLES,0.0855904633333333
202311,78,SOLES,0.0857109691666666
202311,79,SOLES,0.0858314749999999
202311,80,SOLES,0.0859519808333333
202311,81,SOLES,0.0860724866666666
202311,82,SOLES,0.0861929925
202311,83,SOLES,0.0863134983333333
202311,84,SOLES,0.0864340041666666
202311,85,SOLES,0.0865545099999999
202311,86,SOLES,0.0867064033333333
202311,87,SOLES,0.0868582966666666
202311,88,SOLES,0.0870101899999999
202311,89,SOLES,0.0871620833333333
202311,90,SOLES,0.0873139766666666
202311,91,SOLES,0.08746587
202311,92,SOLES,0.0876177633333333
202311,93,SOLES,0.0877696566666666
202311,94,SOLES,0.08792155
202311,95,SOLES,0.0880734433333333
202311,96,SOLES,0.0882253366666666
202311,97,SOLES,0.08837723
202311,98,SOLES,0.0884812758333333
202311,99,SOLES,0.0885853216666666
202311,100,SOLES,0.0886893675
202311,101,SOLES,0.0887934133333333
202311,102,SOLES,0.0888974591666666
202311,103,SOLES,0.089001505
202311,104,SOLES,0.0891055508333333
202311,105,SOLES,0.0892095966666666
202311,106,SOLES,0.0893136425
202311,107,SOLES,0.0894176883333333
202311,108,SOLES,0.0895217341666666
202311,109,SOLES,0.08962578
202311,110,SOLES,0.0896871733333333
202311,111,SOLES,0.0897485666666666
202311,112,SOLES,0.08980996
202311,113,SOLES,0.0898713533333333
202311,114,SOLES,0.0899327466666666
202311,115,SOLES,0.08999414
202311,116,SOLES,0.0900555333333333
202311,117,SOLES,0.0901169266666666
202311,118,SOLES,0.09017832
202311,119,SOLES,0.0902397133333333
202311,120,SOLES,0.0903011066666666
202311,121,SOLES,0.0903625
202311,122,SOLES,0.090414055
202311,123,SOLES,0.09046561
202311,124,SOLES,0.090517165
202311,125,SOLES,0.09056872
202311,126,SOLES,0.090620275
202311,127,SOLES,0.09067183
202311,128,SOLES,0.090723385
202311,129,SOLES,0.09077494
202311,130,SOLES,0.090826495
202311,131,SOLES,0.0908780499999999
202311,132,SOLES,0.090929605
202311,133,SOLES,0.0909811599999999
202311,134,SOLES,0.0910241449999999
202311,135,SOLES,0.09106713
202311,136,SOLES,0.0911101149999999
202311,137,SOLES,0.0911531
202311,138,SOLES,0.091196085
202311,139,SOLES,0.09123907
202311,140,SOLES,0.091282055
202311,141,SOLES,0.09132504
202311,142,SOLES,0.091368025
202311,143,SOLES,0.09141101
202311,144,SOLES,0.091453995
202311,145,SOLES,0.09149698
202311,1,DOLARES,0.0
202311,2,DOLARES,0.06084654
202311,3,DOLARES,0.06223115
202311,4,DOLARES,0.06469269
202311,5,DOLARES,0.06500039
202311,6,DOLARES,0.065154235
202311,7,DOLARES,0.06530808
202311,8,DOLARES,0.0658721833333333
202311,9,DOLARES,0.0664362866666666
202311,10,DOLARES,0.06700039
202311,11,DOLARES,0.0670975521052631
202311,12,DOLARES,0.0671947142105263
202311,13,DOLARES,0.0672918763157894
202311,14,DOLARES,0.0676993742857142
202311,15,DOLARES,0.0681689394285714
202311,16,DOLARES,0.0686385045714285
202311,17,DOLARES,0.0691080697142857
202311,18,DOLARES,0.0695776348571428
202311,19,DOLARES,0.0700472
202311,20,DOLARES,0.069787935
202311,21,DOLARES,0.06952867
202311,22,DOLARES,0.069269405
202311,23,DOLARES,0.06901014
202311,24,DOLARES,0.0687508749999999
202311,25,DOLARES,0.06849161
202311,26,DOLARES,0.0683818616666666
202311,27,DOLARES,0.0682721133333333
202311,28,DOLARES,0.068162365
202311,29,DOLARES,0.0680526166666666
202311,30,DOLARES,0.0679428683333333
202311,31,DOLARES,0.06783312
202311,32,DOLARES,0.0677233716666666
202311,33,DOLARES,0.0676136233333333
202311,34,DOLARES,0.0675038749999999
202311,35,DOLARES,0.0673941266666666
202311,36,DOLARES,0.0672843783333333
202311,37,DOLARES,0.06717463
202311,38,DOLARES,0.0672048725
202311,39,DOLARES,0.067235115
202311,40,DOLARES,0.0672653575
202311,41,DOLARES,0.0672956
202311,42,DOLARES,0.0673258425
202311,43,DOLARES,0.067356085
202311,44,DOLARES,0.0673863275
202311,45,DOLARES,0.06741657
202311,46,DOLARES,0.0674468125
202311,47,DOLARES,0.067477055
202311,48,DOLARES,0.0675072975
202311,49,DOLARES,0.06753754
202311,50,DOLARES,0.0674966533333333
202311,51,DOLARES,0.0674557666666666
202311,52,DOLARES,0.06741488
202311,53,DOLARES,0.0673739933333333
202311,54,DOLARES,0.0673331066666666
202311,55,DOLARES,0.06729222
202311,56,DOLARES,0.0672513333333333
202311,57,DOLARES,0.0672104466666666
202311,58,DOLARES,0.06716956
202311,59,DOLARES,0.0671286733333333
202311,60,DOLARES,0.0670877866666666
202311,61,DOLARES,0.0670469
202311,62,DOLARES,0.0671243808333333
202311,63,DOLARES,0.0672018616666666
202311,64,DOLARES,0.0672793425
202311,65,DOLARES,0.0673568233333333
202311,66,DOLARES,0.0674343041666666
202311,67,DOLARES,0.067511785
202311,68,DOLARES,0.0675892658333333
202311,69,DOLARES,0.0676667466666666
202311,70,DOLARES,0.0677442275
202311,71,DOLARES,0.0678217083333333
202311,72,DOLARES,0.0678991891666666
202311,73,DOLARES,0.06797667
202311,74,DOLARES,0.0681200758333333
202311,75,DOLARES,0.0682634816666666
202311,76,DOLARES,0.0684068875
202311,77,DOLARES,0.0685502933333333
202311,78,DOLARES,0.0686936991666666
202311,79,DOLARES,0.068837105
202311,80,DOLARES,0.0689805108333333
202311,81,DOLARES,0.0691239166666666
202311,82,DOLARES,0.0692673225
202311,83,DOLARES,0.0694107283333333
202311,84,DOLARES,0.0695541341666666
202311,85,DOLARES,0.06969754
202311,86,DOLARES,0.06981769
202311,87,DOLARES,0.06993784
202311,88,DOLARES,0.07005799
202311,89,DOLARES,0.07017814
202311,90,DOLARES,0.07029829
202311,91,DOLARES,0.07041844
202311,92,DOLARES,0.07053859
202311,93,DOLARES,0.07065874
202311,94,DOLARES,0.07077889
202311,95,DOLARES,0.07089904
202311,96,DOLARES,0.07101919
202311,97,DOLARES,0.07113934
202311,98,DOLARES,0.0712374391666666
202311,99,DOLARES,0.0713355383333333
202311,100,DOLARES,0.0714336375
202311,101,DOLARES,0.0715317366666666
202311,102,DOLARES,0.0716298358333333
202311,103,DOLARES,0.0717279349999999
202311,104,DOLARES,0.0718260341666666
202311,105,DOLARES,0.0719241333333333
202311,106,DOLARES,0.0720222324999999
202311,107,DOLARES,0.0721203316666666
202311,108,DOLARES,0.0722184308333333
202311,109,DOLARES,0.0723165299999999
202311,110,DOLARES,0.0724087524999999
202311,111,DOLARES,0.072500975
202311,112,DOLARES,0.0725931974999999
202311,113,DOLARES,0.0726854199999999
202311,114,DOLARES,0.0727776424999999
202311,115,DOLARES,0.0728698649999999
202311,116,DOLARES,0.0729620875
202311,117,DOLARES,0.07305431
202311,118,DOLARES,0.0731465325
202311,119,DOLARES,0.0732387549999999
202311,120,DOLARES,0.0733309774999999
202311,121,DOLARES,0.0734232
202311,122,DOLARES,0.0735003991666666
202311,123,DOLARES,0.0735775983333333
202311,124,DOLARES,0.0736547975
202311,125,DOLARES,0.0737319966666666
202311,126,DOLARES,0.0738091958333333
202311,127,DOLARES,0.073886395
202311,128,DOLARES,0.0739635941666666
202311,129,DOLARES,0.0740407933333333
202311,130,DOLARES,0.0741179925
202311,131,DOLARES,0.0741951916666666
202311,132,DOLARES,0.0742723908333333
202311,133,DOLARES,0.07434959
202311,134,DOLARES,0.0744139716666666
202311,135,DOLARES,0.0744783533333333
202311,136,DOLARES,0.074542735
202311,137,DOLARES,0.0746071166666666
202311,138,DOLARES,0.0746714983333333
202311,139,DOLARES,0.07473588
202311,140,DOLARES,0.0748002616666666
202311,141,DOLARES,0.0748646433333333
202311,142,DOLARES,0.074929025
202311,143,DOLARES,0.0749934066666666
202311,144,DOLARES,0.0750577883333333
202311,145,DOLARES,0.07512217
